负责人	学校名称	世界排名	学院	专业名称	学制	总学费（当地货币）	申请起止日	语言要求	是否需要GRE	是否有面试	是否要作品集/writing sample/essay
	布里斯托大学	51	健康与生命科学院	口腔医学硕士							
	布里斯托大学	51	健康与生命科学院	应用神经心理学硕士							
	布里斯托大学	51	健康与生命科学院	心理健康科学硕士							
	布里斯托大学	51	健康与生命科学院	心理学硕士（转换）							
	布里斯托大学	51	健康与生命科学院	流行病学硕士							
	布里斯托大学	51	健康与生命科学院	生物信息学硕士							
	布里斯托大学	51	健康与生命科学院	生物医学科学研究硕士							
	布里斯托大学	51	健康与生命科学院	让地球更美好科学传播硕士							
	布里斯托大学	51	健康与生命科学院	转化性心血管医学硕士							
	布里斯托大学	51	兽医科学学院								
	布里斯托大学	51	化学系								
	布里斯托大学	51	医学与牙科学院								
	布里斯托大学	51	历史系								
	布里斯托大学	51	哲学系								
	布里斯托大学	51	地球科学系								
	布里斯托大学	51	地理科学系								
	布里斯托大学	51	工程学院								
	布里斯托大学	51	工程学院	机器学习与人工智能							
	布里斯托大学	51	布里斯托兽医学院								
	布里斯托大学	51	布里斯托医学院								
	布里斯托大学	51	布里斯托大学商学院	人力资源管理硕士							
	布里斯托大学	51	布里斯托大学商学院	会计、责任与可持续性硕士							
	布里斯托大学	51	布里斯托大学商学院	会计、金融和管理硕士							
	布里斯托大学	51	布里斯托大学商学院	会计与金融硕士							
	布里斯托大学	51	布里斯托大学商学院	全球运营和供应链管理硕士							
	布里斯托大学	51	布里斯托大学商学院	全球银行与金融硕士							
	布里斯托大学	51	布里斯托大学商学院	商业人工智能硕士							
	布里斯托大学	51	布里斯托大学商学院	商业分析硕士							
	布里斯托大学	51	布里斯托大学商学院	商业数据科学硕士							
	布里斯托大学	51	布里斯托大学商学院	国际商务战略硕士							
	布里斯托大学	51	布里斯托大学商学院	市场营销学硕士							
	布里斯托大学	51	布里斯托大学商学院	管理学硕士							
	布里斯托大学	51	布里斯托大学商学院	管理学硕士（企业社会责任和可持续性）							
	布里斯托大学	51	布里斯托大学商学院	管理学硕士（创新与创业）							
	布里斯托大学	51	布里斯托大学商学院	管理学硕士（国际人力资源管理）							
	布里斯托大学	51	布里斯托大学商学院	管理学硕士（国际商务）							
	布里斯托大学	51	布里斯托大学商学院	管理学硕士（市场营销）							
	布里斯托大学	51	布里斯托大学商学院	管理学硕士（数据化和大数据）							
	布里斯托大学	51	布里斯托大学商学院	管理学硕士（项目管理）							
	布里斯托大学	51	布里斯托大学商学院	系统设计管理理学硕士							
	布里斯托大学	51	布里斯托大学商学院	进金融技术硕士							
	布里斯托大学	51	布里斯托大学商学院	金融与投资硕士							
	布里斯托大学	51	布里斯托牙科学院								
	布里斯托大学	51	心理学系								
	布里斯托大学	51	政治学系								
	布里斯托大学	51	教育学院								
	布里斯托大学	51	数学系								
	布里斯托大学	51	法学院								
	布里斯托大学	51	物理系								
	布里斯托大学	51	现代语言系								
	布里斯托大学	51	生物科学学院								
	布里斯托大学	51	社会学系								
	布里斯托大学	51	社会科学与法学院								
	布里斯托大学	51	神学与宗教研究系								
	布里斯托大学	51	科学学院								
	布里斯托大学	51	管理学院								
	布里斯托大学	51	管理学院	气候变化科学与政策							
	布里斯托大学	51	经济学系								
	布里斯托大学	51	艺术学院								
	布里斯托大学	51	英语系								
	布里斯托大学	51	计算机科学系								
	布里斯托大学	51	计算机科学系	气候变化科学与政策							
	曼彻斯特大学	35	化学工程和分析科学系	高级化学工程硕士							
	曼彻斯特大学	35	化学工程系	地下能源工程硕士							
	曼彻斯特大学	35	化学工程系	高级工艺集成和设计硕士							
	曼彻斯特大学	35	化学系	化学硕士							
	曼彻斯特大学	35	商学院	国际商务与管理							
	曼彻斯特大学	35	土木工程与管理系	商业项目管理硕士							
	曼彻斯特大学	35	土木工程与管理系	工程项目管理硕士							
	曼彻斯特大学	35	土木工程与管理系	建筑项目管理硕士							
	曼彻斯特大学	35	土木工程与管理系	结构工程硕士							
	曼彻斯特大学	35	土木工程与管理系	项目管理硕士							
	曼彻斯特大学	35	地球和环境科学系	可持续能源地球科学硕士							
	曼彻斯特大学	35	地球和环境科学系	污染与环境控制硕士							
	曼彻斯特大学	35	地球和环境科学系	石油地质科学硕士							
	曼彻斯特大学	35	数学系	应用数学硕士							
	曼彻斯特大学	35	数学系	数学金融学硕士							
	曼彻斯特大学	35	数学系	纯数学和数学逻辑硕士							
	曼彻斯特大学	35	数学系	纯数学硕士							
	曼彻斯特大学	35	数学系	统计学硕士							
	曼彻斯特大学	35	曼彻斯特商学院	人力资源管理和劳动关系硕士							
	曼彻斯特大学	35	曼彻斯特商学院	会计与金融硕士							
	曼彻斯特大学	35	曼彻斯特商学院	会计硕士							
	曼彻斯特大学	35	曼彻斯特商学院	创新管理与创业硕士							
	曼彻斯特大学	35	曼彻斯特商学院	可持续商业硕士							
	曼彻斯特大学	35	曼彻斯特商学院	商业分析：运筹学风险分析硕士							
	曼彻斯特大学	35	曼彻斯特商学院	商业分析与战略管理硕士							
	曼彻斯特大学	35	曼彻斯特商学院	商业心理学硕士							
	曼彻斯特大学	35	曼彻斯特商学院	国际人力资源管理和比较工业关系硕士							
	曼彻斯特大学	35	曼彻斯特商学院	国际商务与管理硕士							
	曼彻斯特大学	35	曼彻斯特商学院	定量金融硕士							
	曼彻斯特大学	35	曼彻斯特商学院	工商管理硕士							
	曼彻斯特大学	35	曼彻斯特商学院	市场营销硕士							
	曼彻斯特大学	35	曼彻斯特商学院	数字营销硕士							
	曼彻斯特大学	35	曼彻斯特商学院	数字转型硕士							
	曼彻斯特大学	35	曼彻斯特商学院	管理硕士							
	曼彻斯特大学	35	曼彻斯特商学院	组织心理学硕士							
	曼彻斯特大学	35	曼彻斯特商学院	运营、项目和供应链管理硕士							
	曼彻斯特大学	35	曼彻斯特商学院	金融硕士							
	曼彻斯特大学	35	机械与航空航天工程系	机械工程设计硕士							
	曼彻斯特大学	35	机械与航空航天工程系	热力与流体工程硕士							
	曼彻斯特大学	35	机械与航空航天工程系	航空航天工程硕士							
	曼彻斯特大学	35	机械与航空航天工程系	高级制造技术与系统管理硕士							
	曼彻斯特大学	35	材料系	严苛环境下可持续发展材料工程硕士							
	曼彻斯特大学	35	材料系	国际时尚营销硕士							
	曼彻斯特大学	35	材料系	国际时尚零售（创业与创新）硕士							
	曼彻斯特大学	35	材料系	国际时尚零售硕士							
	曼彻斯特大学	35	材料系	生物材料硕士							
	曼彻斯特大学	35	材料系	纳米材料硕士							
	曼彻斯特大学	35	材料系	纺织技术硕士（技术纺织）							
	曼彻斯特大学	35	材料系	高分子材料科学与工程硕士							
	曼彻斯特大学	35	材料系	高级工程材料硕士							
	曼彻斯特大学	35	物理与天文学系	核科学与技术硕士							
	曼彻斯特大学	35	环境、教育和发展学院	交通与城市规划硕士							
	曼彻斯特大学	35	环境、教育和发展学院	人力资源开发（国际开发）硕士							
	曼彻斯特大学	35	环境、教育和发展学院	人力资源管理（国际发展）硕士							
	曼彻斯特大学	35	环境、教育和发展学院	人文地理学研究方法硕士							
	曼彻斯特大学	35	环境、教育和发展学院	全球发展（全球化、贸易与工业）硕士							
	曼彻斯特大学	35	环境、教育和发展学院	全球发展（发展管理）硕士							
	曼彻斯特大学	35	环境、教育和发展学院	全球发展（政治、治理与发展政策）硕士							
	曼彻斯特大学	35	环境、教育和发展学院	全球发展（环境与气候变化）硕士							
	曼彻斯特大学	35	环境、教育和发展学院	全球发展（移民、流动与流离失所）硕士							
	曼彻斯特大学	35	环境、教育和发展学院	全球发展（贫困与不平等）硕士							
	曼彻斯特大学	35	环境、教育和发展学院	全球发展硕士							
	曼彻斯特大学	35	环境、教育和发展学院	全球城市发展与规划硕士							
	曼彻斯特大学	35	环境、教育和发展学院	发展经济学与政策学硕士							
	曼彻斯特大学	35	环境、教育和发展学院	发展金融硕士							
	曼彻斯特大学	35	环境、教育和发展学院	发展项目的管理与实施硕士							
	曼彻斯特大学	35	环境、教育和发展学院	可持续环境教育硕士							
	曼彻斯特大学	35	环境、教育和发展学院	国际发展：公共政策与管理硕士							
	曼彻斯特大学	35	环境、教育和发展学院	国际发展研究方法硕士							
	曼彻斯特大学	35	环境、教育和发展学院	国际教育硕士							
	曼彻斯特大学	35	环境、教育和发展学院	国际教育硕士（公平、多样性和包容）							
	曼彻斯特大学	35	环境、教育和发展学院	国际教育硕士（对外英语教学）							
	曼彻斯特大学	35	环境、教育和发展学院	国际教育硕士（课程与教学法）							
	曼彻斯特大学	35	环境、教育和发展学院	国际教育硕士（高等教育）							
	曼彻斯特大学	35	环境、教育和发展学院	地理信息科学理学硕士							
	曼彻斯特大学	35	环境、教育和发展学院	城市再生与发展硕士							
	曼彻斯特大学	35	环境、教育和发展学院	城市研究硕士							
	曼彻斯特大学	35	环境、教育和发展学院	城市设计与国际规划硕士							
	曼彻斯特大学	35	环境、教育和发展学院	对外英语教学硕士							
	曼彻斯特大学	35	环境、教育和发展学院	建筑学与自适应重用硕士							
	曼彻斯特大学	35	环境、教育和发展学院	建筑学城市化硕士							
	曼彻斯特大学	35	环境、教育和发展学院	建筑学硕士							
	曼彻斯特大学	35	环境、教育和发展学院	房地产开发硕士							
	曼彻斯特大学	35	环境、教育和发展学院	房地产金融与投资硕士							
	曼彻斯特大学	35	环境、教育和发展学院	教育心理学硕士							
	曼彻斯特大学	35	环境、教育和发展学院	教育领域心理健康与福祉硕士							
	曼彻斯特大学	35	环境、教育和发展学院	教育领导硕士							
	曼彻斯特大学	35	环境、教育和发展学院	数字化发展硕士							
	曼彻斯特大学	35	环境、教育和发展学院	数字技术、传播与教育硕士							
	曼彻斯特大学	35	环境、教育和发展学院	气候变化：科学、社会与解决方案硕士							
	曼彻斯特大学	35	环境、教育和发展学院	环境影响评估与管理硕士							
	曼彻斯特大学	35	环境、教育和发展学院	环境治理硕士							
	曼彻斯特大学	35	环境、教育和发展学院	环境监测，建模和重建硕士							
	曼彻斯特大学	35	环境、教育和发展学院	研究方法与教育硕士							
	曼彻斯特大学	35	环境、教育和发展学院	研究方法与规划和环境管理硕士							
	曼彻斯特大学	35	环境、教育和发展学院	管理和信息系统：变革与发展硕士							
	曼彻斯特大学	35	环境、教育和发展学院	组织变革与发展硕士							
	曼彻斯特大学	35	环境、教育和发展学院	绿色基础建设硕士							
	曼彻斯特大学	35	环境、教育和发展学院	自然恢复、复原和野化硕士							
